count_point_id,year,region_name,local_authority_name,road_name,road_type,latitude,longitude,all_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,all_hgvs
942412,2019,London,Haringey,U,Minor,51.598285,-0.11259643,2726,2287,2,357,1,1,1,3
7635,2007,London,Harrow,A4090,Major,51.57949582,-0.36700298,10372,8710,155,1218,98,44,15,170
48821,2013,London,Westminster,A3213,Major,51.49067288,-0.13898291,2053,1445,171,305,99,2,1,102
36942,2018,London,Ealing,A312,Major,51.538894,-0.38648125,20266,15532,700,2822,346,101,153,865
942558,2019,London,Croydon,C,Minor,51.388524,-0.07991862,2402,1904,112,312,5,5,0,10
73321,2023,London,Lambeth,A23,Major,51.418548,-0.12753166,12492,8962,224,2127,167,36,51,285
36796,2008,London,Westminster,A202,Major,51.49521647,-0.14196725,21883,14271,1556,3920,719,80,46,887
78366,2013,London,Waltham Forest,A1069,Major,51.63241722,0.00697751,6712,5625,389,562,85,7,3,95
16142,2018,London,Westminster,A302,Major,51.499817,-0.14869588,25221,15609,2349,5701,361,91,50,594
46836,2005,London,Bromley,A2015,Major,51.40887678,-0.03115419,6719,5663,91,662,111,16,28,194
74533,2002,London,Greenwich,A102,Major,51.47374361,0.02520496,45409,32611,248,7968,1499,146,462,3468
6123,2007,London,Hounslow,A4,Major,51.47748069,-0.40304953,16329,13626,456,1532,384,25,82,544
26430,2003,London,City of London,A40,Major,51.51789104,-0.10904658,16174,12346,922,1211,285,20,11,319
953289,2000,London,Bromley,U,Minor,51.39368585,0.12196034,633,543,4,71,8,0,0,10
953255,2002,London,Lewisham,U,Minor,51.44611068,-0.00585084,664,569,6,67,7,0,0,7
47658,2021,London,Wandsworth,A3205,Major,51.484446,-0.12922639,12189,7664,433,2655,282,63,210,598
47669,2014,London,Wandsworth,A3220,Major,51.46857574,-0.1633508,7792,6003,40,1146,143,13,9,170
38564,2005,London,Lambeth,A216,Major,51.42682099,-0.13586754,8952,6518,544,1350,194,20,21,256
81092,2023,London,Ealing,A4000,Major,51.523127,-0.26162949,3051,1646,236,881,67,4,6,86
26201,2007,London,Newham,A11,Major,51.53211916,-0.00969268,27327,21296,708,4016,355,40,98,569
6777,2012,London,Hammersmith and Fulham,A219,Major,51.47065802,-0.21078229,11538,8389,774,1300,221,71,33,363
36077,2021,London,Islington,A1,Major,51.562404,-0.12595648,11784,7942,510,2105,343,19,37,457
17174,2015,London,Haringey,A504,Major,51.58525078,-0.08171185,5766,4355,259,776,224,20,29,282
27341,2001,London,Barnet,A598,Major,51.56172185,-0.19711123,6060,4717,433,714,27,14,2,47
17429,2013,London,Enfield,A1010,Major,51.67338941,-0.03893988,7898,6598,235,800,174,10,4,194
990348,2002,London,Richmond upon Thames,U,Minor,51.43252453,-0.33239872,582,525,4,32,10,0,0,10
26101,2016,London,Greenwich,A2,Major,51.47348023,0.01439344,12408,9001,109,1870,272,59,317,900
942960,2014,London,Tower Hamlets,C,Minor,51.49028722,-0.02203081,1263,1053,90,92,10,2,0,12
26828,2015,London,Sutton,A237,Major,51.36950032,-0.15338219,5235,4191,75,679,102,24,27,212
6884,2017,London,Hammersmith and Fulham,A308,Major,51.47240661,-0.20164249,6883,5186,261,911,247,20,1,275
56775,2007,London,Merton,A217,Major,51.3967856,-0.17298409,10695,8666,235,1185,321,32,57,441
26012,2005,London,Hounslow,M4,Major,51.49507838,-0.34913283,39305,32109,547,4394,857,125,121,1546
74527,2019,London,Tower Hamlets,A12,Major,51.533358,-0.02189448,47968,35495,427,8744,1287,150,445,2276
38560,2017,London,Haringey,A103,Major,51.57936697,-0.12381541,10108,7287,611,1671,131,25,4,171
36669,2018,London,Hackney,A107,Major,51.54327,-0.05535569,9776,6688,1241,1248,258,33,15,322
801255,2023,London,Croydon,C,Minor,51.346312,-0.11084803,1945,1690,1,193,19,5,0,24
6754,2009,London,Greenwich,A205,Major,51.48902251,0.06693552,2751,1828,460,378,36,1,0,55
7052,2017,London,Brent,A404,Major,51.54358951,-0.27094479,10979,8412,322,1338,335,36,101,635
37106,2013,London,Hillingdon,A404,Major,51.61584793,-0.44153004,10747,9561,113,592,285,90,60,443
6802,2004,London,Croydon,A235,Major,51.35959275,-0.09789131,14275,11466,781,1441,269,27,12,329
47099,2009,London,Harrow,A404,Major,51.60311347,-0.38420597,11562,10021,152,1008,231,17,27,294
942928,2017,London,Sutton,U,Minor,51.35675369,-0.18767608,687,565,34,75,2,1,0,3
17876,2009,London,Havering,M25,Major,51.54258489,0.2822298,63541,47377,131,6840,1745,411,488,8809
26665,2004,London,Havering,A118,Major,51.57451718,0.16317637,9478,8072,186,940,147,10,1,183
811169,2021,London,Lewisham,U,Minor,51.471067,-0.04660612,779,605,1,117,23,4,0,27
6902,2002,London,Richmond upon Thames,A316,Major,51.47070201,-0.27370174,19196,16016,141,2094,259,10,66,404
8380,2007,London,Southwark,A2205,Major,51.49963706,-0.08141882,3077,1682,27,907,96,17,14,134
71011,2019,London,Haringey,A1000,Major,51.583236,-0.15927961,7325,5457,306,1098,136,20,11,174
74527,2001,London,Tower Hamlets,A12,Major,51.53335971,-0.0218944,50901,41918,239,6032,1129,95,273,1979
38683,2008,London,Redbridge,A12,Major,51.57717249,0.03485112,37149,28923,269,5762,939,218,169,1879
942816,2008,London,Newham,U,Minor,51.51220936,0.06060596,1134,966,22,112,17,0,0,17
7605,2012,London,Wandsworth,A3216,Major,51.4683699,-0.15025702,5689,3557,502,804,189,36,13,258
6426,2020,London,Westminster,A40,Major,51.514219,-0.14955328,3898,2212,1527,80,10,4,1,14
17019,2010,London,Brent,A406,Major,51.56868462,-0.24113415,55366,43952,181,6580,2794,340,343,4204
38364,2008,London,Kingston upon Thames,A2043,Major,51.40401489,-0.276214,11740,9856,249,1056,258,18,12,327
27491,2005,London,Barnet,A1000,Major,51.58501569,-0.16255654,8062,6264,314,1155,105,12,5,131
6119,2018,London,Westminster,A4,Major,51.513542,-0.11268563,10597,7676,885,1374,135,27,13,182
56793,2002,London,Bromley,A214,Major,51.41309548,-0.06850648,11497,9511,196,1356,108,8,5,133
990355,2004,London,Wandsworth,C,Minor,51.45293501,-0.1868634,916,716,10,142,32,0,0,32
26787,2016,London,Bromley,A208,Major,51.41640662,0.06941077,5308,4207,360,609,47,11,6,66
75382,2000,London,Barnet,A406,Major,51.60119671,-0.17374411,37526,28686,32,5631,1749,176,213,2619
942477,2018,London,Hounslow,U,Minor,51.491851,-0.24824152,106,67,0,34,3,0,0,3
930065,2003,London,Ealing,B455,Minor,51.52676005,-0.32578665,14275,12609,577,763,165,13,24,241
804377,2019,London,Sutton,U,Minor,51.38368,-0.17635156,116,94,0,19,0,0,0,0
38573,2021,London,Greenwich,A206,Major,51.49165,0.08605539,23225,16661,783,4858,305,65,107,572
73141,2020,London,Ealing,A406,Major,51.53582,-0.28695587,39704,28158,37,7920,1530,195,454,2935
56793,2023,London,Bromley,A214,Major,51.413094,-0.06850656,7204,4995,264,1515,94,15,6,127
8083,2008,London,Westminster,A41,Major,51.5274982,-0.16472892,15780,12527,1009,1587,294,23,36,393
58136,2011,London,Westminster,A4,Major,51.50746486,-0.13181417,22659,14719,2273,3272,800,76,39,947
38265,2023,London,Lambeth,A3202,Major,51.498274,-0.11112647,4399,2256,532,940,137,12,7,157
47666,2001,London,Hammersmith and Fulham,A3219,Major,51.48031523,-0.20133142,5551,4199,244,685,121,11,4,138
8281,2023,London,Kingston upon Thames,A308,Major,51.411273,-0.29111163,6885,5143,523,862,117,20,7,152
36815,2016,London,Lambeth,A214,Major,51.4236009,-0.11725645,10277,8562,246,965,202,32,66,321
39028,2015,London,Westminster,A202,Major,51.48926374,-0.13067129,16481,10852,963,3137,425,14,15,488
47246,2007,London,Waltham Forest,A503,Major,51.59186905,-0.00405013,10006,8061,267,1344,139,19,12,227
8507,2017,London,Islington,A1201,Major,51.56891415,-0.11125907,5862,4135,625,817,78,13,0,95
6267,2018,London,Lambeth,A23,Major,51.428495,-0.13100907,17808,12571,1131,2918,209,48,82,397
46910,2016,London,Kingston upon Thames,A308,Major,51.41279262,-0.30464417,22091,17960,569,2750,196,25,29,282
942493,2013,London,Barking and Dagenham,B191,Minor,51.55201661,0.12432995,1690,1350,118,134,40,5,0,44
16741,2023,London,Greenwich,A205,Major,51.482807,0.06233358,8276,6411,355,1171,156,23,20,237
17535,2005,London,Lambeth,A3200,Major,51.50378499,-0.11539423,13048,8235,878,2100,165,29,26,250
18560,2009,London,Greenwich,A2213,Major,51.46307809,0.02833184,6903,5726,156,868,16,1,0,18
28766,2018,London,Croydon,A212,Major,51.377624,-0.09917004,12047,8546,1699,1508,120,4,13,150
18527,2013,London,Redbridge,A406,Major,51.59115006,0.03778565,87955,70786,1719,10649,1962,334,505,3449
37704,2022,London,Westminster,A3212,Major,51.491364,-0.12599016,5362,3539,146,988,127,26,80,255
953198,2001,London,Barnet,U,Minor,51.6295491,-0.14162732,5849,5218,91,420,37,8,6,53
48561,2006,London,Kingston upon Thames,A307,Major,51.39360999,-0.31512774,11278,10046,55,785,172,7,11,201
46815,2012,London,Bexley,A222,Major,51.43846985,0.12796366,5787,4979,221,454,69,26,2,98
18460,2008,London,Kensington and Chelsea,A3218,Major,51.48811153,-0.19429795,7060,4889,156,1342,125,6,4,137
78366,2016,London,Waltham Forest,A1069,Major,51.63241722,0.00697751,6638,5506,378,623,76,7,4,87
930249,2008,London,Richmond upon Thames,U,Minor,51.4775904,-0.24104038,1762,1485,2,209,31,4,0,35
73821,2002,London,Tower Hamlets,A115,Major,51.54280234,-0.02191757,6598,5134,102,990,200,31,55,311
49007,2009,London,Newham,A1020,Major,51.50417709,0.01934934,10430,8096,221,1178,421,79,176,802
38595,2010,London,Camden,A5204,Major,51.51979887,-0.13497067,6253,3816,19,1395,219,24,10,262
17636,2012,London,Hillingdon,A4180,Major,51.56396055,-0.41444941,7338,5861,165,879,153,30,20,237
17917,2001,London,Westminster,A3214,Major,51.49883625,-0.14340487,12193,10420,212,639,80,8,1,93
36255,2016,London,Lewisham,A21,Major,51.42797889,-0.0120637,16318,13304,476,2058,117,16,36,220
942872,2008,London,Richmond upon Thames,U,Minor,51.46170644,-0.27899326,463,416,0,31,3,0,0,3
38575,2018,London,Lewisham,A20,Major,51.463203,-0.01053328,16028,10084,2557,2366,167,48,75,348
930271,2006,London,Hillingdon,U,Minor,51.59846812,-0.40617308,1196,1056,2,102,12,0,0,12
58172,2014,London,Westminster,A202,Major,51.49111169,-0.13434101,13672,8939,612,2849,472,54,34,589
38647,2012,London,Havering,A1251,Major,51.57951562,0.18461677,11317,8652,1546,798,203,18,6,235
802953,2022,London,Bexley,U,Minor,51.472186,0.19556932,596,523,0,50,8,0,0,8
26118,2011,London,Hillingdon,A4,Major,51.48356856,-0.48924985,8376,6103,147,860,158,51,358,966
930353,2005,London,Hackney,C,Minor,51.55796458,-0.04665016,5532,4562,78,627,148,20,8,177
70196,2021,London,Lambeth,A215,Major,51.430909,-0.1021383,9962,7109,614,1845,91,19,13,137
73004,2003,London,Barnet,A1000,Major,51.66224508,-0.19934137,5102,4200,174,529,93,4,0,101
17522,2002,London,Lewisham,A2216,Major,51.43093066,-0.05941035,7474,6345,86,785,79,4,4,90
942462,2012,London,Hounslow,C,Minor,51.48950209,-0.38131147,4998,4366,173,346,32,3,3,39
73490,2011,London,Redbridge,A121,Major,51.62231552,0.02964676,6337,5314,112,778,49,8,1,66
56110,2004,London,Wandsworth,A3,Major,51.45726657,-0.18784331,12664,9311,705,1373,517,34,27,689
57536,2018,London,Westminster,A302,Major,51.496692,-0.14382336,11378,6569,1760,1708,436,75,100,668
26777,2015,London,Lambeth,A202,Major,51.48273319,-0.11482202,10344,6923,545,1906,241,28,28,330
56651,2009,London,Havering,A118,Major,51.58048627,0.18078059,14932,11579,1588,1442,137,23,10,189
37101,2017,London,Camden,A400,Major,51.52209659,-0.13582817,21553,15169,1054,3037,620,85,164,891
18663,2005,London,Greenwich,A2041,Major,51.50489775,0.10468718,6282,5409,307,422,73,11,2,95
7210,2015,London,Barnet,A502,Major,51.57225204,-0.19770478,4666,3407,568,451,94,10,1,115
73823,2006,London,Newham,A1020,Major,51.50923712,0.01114261,10803,8747,59,1163,379,58,72,590
26828,2016,London,Sutton,A237,Major,51.36950032,-0.15338219,5194,4105,80,701,101,22,37,226
6429,2014,London,Ealing,A40,Major,51.53840593,-0.35765934,56685,45132,318,6781,1908,196,467,3458
811143,2023,London,Havering,B175,Minor,51.599252,0.17695772,6287,5150,173,752,94,4,5,109
26117,2008,London,Hounslow,A4,Major,51.47584573,-0.38870683,17655,13477,43,2963,397,65,236,875
17015,2021,London,Westminster,A404,Major,51.527266,-0.2138981,6607,4519,304,1262,108,15,32,168
26828,2013,London,Sutton,A237,Major,51.36950032,-0.15338219,5340,4295,86,623,117,21,37,225
73657,2006,London,Kingston upon Thames,A238,Major,51.41513761,-0.2500538,11359,9660,133,1228,85,6,3,98
73906,2021,London,Waltham Forest,A12,Major,51.571929,0.0176173,34214,23586,42,8224,1023,146,255,1729
26278,2022,London,Merton,A24,Major,51.421179,-0.17519013,9309,6520,332,1513,279,7,9,313
900019,2008,London,Southwark,U,Minor,51.47144728,-0.05697154,357,295,4,37,10,0,1,11
26831,2013,London,Kingston upon Thames,A243,Major,51.32714401,-0.32689443,9439,7456,50,1408,235,13,54,360
803346,2022,London,Ealing,U,Minor,51.512932,-0.24909028,9116,6420,194,1478,285,12,19,333
26656,2010,London,Barnet,A110,Major,51.64526987,-0.15144916,7658,6477,129,890,77,17,7,108
36693,2015,London,Barking and Dagenham,A124,Major,51.54410587,0.08962201,12916,11053,337,1195,177,14,24,235
48664,2013,London,Redbridge,A113,Major,51.57593691,0.01892051,6195,5066,88,745,120,4,8,132
47606,2008,London,Southwark,A2214,Major,51.45827112,-0.08142659,8392,6531,164,1348,160,2,0,167
73658,2008,London,Kingston upon Thames,A3,Major,51.43670107,-0.25484107,74918,62068,341,8022,1328,269,196,2103
92073,2022,London,Newham,A117,Major,51.51002,0.06942782,3751,2878,420,300,51,6,12,74
48009,2003,London,Westminster,A3214,Major,51.49705485,-0.14448574,13152,8252,2152,1208,177,16,4,200
8477,2002,London,Wandsworth,A216,Major,51.4232879,-0.1427285,11530,9572,318,1207,213,20,18,277
942885,2014,London,Kensington and Chelsea,U,Minor,51.50296083,-0.1933076,489,336,4,102,10,3,0,13
48519,2019,London,Redbridge,A113,Major,51.600069,0.04193927,11183,9222,65,1627,56,24,11,102
942456,2014,London,Hounslow,C,Minor,51.43759805,-0.40953403,2954,2184,67,590,79,2,3,98
73052,2020,London,Bexley,A209,Major,51.467832,0.11046793,4282,3390,132,657,41,0,8,49
18476,2009,London,Hillingdon,A4,Major,51.48375095,-0.49644489,11754,9627,113,1397,225,73,53,557
26796,2012,London,Croydon,A215,Major,51.39555286,-0.06809548,8330,6813,222,934,200,14,18,243
75383,2023,London,Barnet,A1000,Major,51.600018,-0.17321384,10721,8641,151,1504,132,8,20,165
27883,2008,London,Enfield,M25,Major,51.68272351,-0.05951227,56494,38066,195,8347,2778,494,360,9619
27340,2005,London,Barnet,A598,Major,51.60932487,-0.18179452,9992,8550,320,856,106,14,4,145
942741,2012,London,Lambeth,U,Minor,51.46145023,-0.12394794,248,178,11,43,1,1,0,2
36186,2004,London,Hackney,A10,Major,51.57502543,-0.07232885,18281,14463,883,2047,492,48,16,606
930381,2009,London,Bexley,U,Minor,51.46035153,0.16079638,4352,3782,91,418,18,2,0,23
17673,2006,London,Barnet,A5100,Major,51.61818356,-0.26811122,9118,8096,347,561,54,5,3,67
17578,2021,London,Brent,A4000,Major,51.534618,-0.24821505,4729,2976,381,814,252,23,94,426
6764,2002,London,Bromley,A208,Major,51.41059051,0.07792,8757,7652,126,759,118,8,10,139
36947,2008,London,Hounslow,A315,Major,51.49325687,-0.24836047,8389,6676,491,725,84,29,22,142
46660,2012,London,Hackney,A107,Major,51.55440242,-0.05415964,8069,5637,1098,872,244,37,12,306
36678,2014,London,Redbridge,A113,Major,51.59120263,0.03475622,14081,11035,260,2159,261,13,30,330
16760,2023,London,Croydon,A215,Major,51.410704,-0.08730109,8644,6496,257,1562,66,9,35,114
951761,2015,London,Tower Hamlets,U,Minor,51.49907102,-0.02297604,608,515,3,57,13,2,0,15
46806,2020,London,Croydon,A215,Major,51.404315,-0.08152899,10704,8333,347,1596,190,3,17,221
47580,2000,London,Tower Hamlets,A1202,Major,51.51148027,-0.06881553,4881,3746,17,788,88,6,21,120
38017,2000,London,Wandsworth,A3031,Major,51.47758967,-0.16471683,8422,6786,32,1164,103,0,1,104
17021,2008,London,Enfield,A406,Major,51.61589931,-0.09732004,34052,26235,306,5994,481,157,200,1251
38579,2019,London,Hounslow,A30,Major,51.447843,-0.45216384,11884,9861,90,1412,153,33,78,385
6644,2019,London,Newham,A112,Major,51.537746,0.00569382,8010,6207,736,826,54,9,15,86
28554,2002,London,Richmond upon Thames,A311,Major,51.41385767,-0.36054456,6763,5377,188,845,128,24,22,202
6428,2006,London,Hammersmith and Fulham,A219,Major,51.50998612,-0.22466159,9102,6072,421,1311,348,29,128,525
942614,2017,London,Ealing,U,Minor,51.50697343,-0.33374568,0,0,0,0,0,0,0,0
36795,2012,London,Southwark,A202,Major,51.47405195,-0.06766072,12875,9235,431,1780,477,30,18,562
811005,2021,London,Southwark,U,Minor,51.503496,-0.0424098,688,545,0,85,16,1,0,17
48350,2006,London,Southwark,A2199,Major,51.4296598,-0.08823585,11955,9435,254,1785,133,12,14,164
17099,2005,London,Hillingdon,A437,Major,51.49049871,-0.43486056,8113,7002,306,538,175,9,1,202
27579,2020,London,Islington,A1200,Major,51.54172,-0.09796417,5652,3942,166,1241,67,0,4,71
942247,2016,London,Brent,U,Minor,51.58476646,-0.25341763,349,312,4,32,1,0,0,1
942502,2008,London,Barnet,B552,Minor,51.61118939,-0.2136245,6412,5818,239,230,99,11,0,110
75131,2013,London,Brent,A5,Major,51.59414108,-0.2597859,19991,17319,706,1295,273,62,56,505
36668,2001,London,Hackney,A107,Major,51.56583245,-0.06016464,16825,14357,301,1410,473,32,22,564
8280,2003,London,Hillingdon,M4,Major,51.49679953,-0.45295521,27395,22408,416,3017,718,107,155,1201
930286,2003,London,Kingston upon Thames,U,Minor,51.41091203,-0.27437286,642,565,0,64,10,0,0,10
36436,2009,London,Westminster,A402,Major,51.51028977,-0.18574012,16306,12085,847,1814,330,27,33,430
942828,2015,London,Newham,U,Minor,51.51935283,0.01696476,522,448,0,53,5,1,0,6
942913,2010,London,Sutton,B278,Minor,51.34172267,-0.16832568,3172,2660,39,398,27,5,6,41
26115,2009,London,Kensington and Chelsea,A4,Major,51.49916941,-0.16457045,13393,8231,982,2163,355,55,21,478
942811,2011,London,Merton,U,Minor,51.41657428,-0.20883927,1105,942,0,139,21,2,0,23
8515,2012,London,Harrow,A404,Major,51.57976363,-0.34185161,16039,13985,301,1381,216,49,10,287
26116,2019,London,Hounslow,A4,Major,51.488226,-0.27303998,47826,36021,812,8072,649,222,348,1735
36827,2018,London,Croydon,A222,Major,51.38342,-0.10166044,5756,4740,48,798,6,1,0,19
17013,2001,London,Brent,A404,Major,51.56941791,-0.32191135,18953,16733,174,1500,256,32,13,329
78118,2022,London,Bromley,A233,Major,51.29861,0.05334962,4586,3561,19,897,56,4,9,78
951699,2012,London,Bromley,U,Minor,51.39395736,-0.02899175,309,248,0,44,7,0,0,7
26654,2006,London,Haringey,A10,Major,51.59845597,-0.07537979,16440,13454,332,2093,225,26,29,340
46786,2022,London,Lambeth,A203,Major,51.467862,-0.11845857,6184,3827,530,1275,125,18,14,166
36255,2007,London,Lewisham,A21,Major,51.42797889,-0.0120637,20028,15523,914,2680,224,26,22,322
6897,2003,London,Hammersmith and Fulham,A315,Major,51.4934619,-0.24403093,9069,6783,363,1134,131,15,3,160
38368,2002,London,Camden,A4200,Major,51.53394649,-0.13795385,6611,5169,138,911,168,3,1,186
37829,2022,London,Islington,A5203,Major,51.532633,-0.11997031,7781,4840,695,1391,165,35,63,294
18473,2023,London,Newham,A118,Major,51.551948,0.05074627,7298,5777,384,932,93,8,5,123
73491,2012,London,Redbridge,M11,Major,51.60652182,0.04843886,48518,34077,234,10788,1190,242,269,3078
26909,2010,London,Richmond upon Thames,A309,Major,51.4038001,-0.34235762,19233,16714,163,1556,261,118,68,590
36309,2017,London,Hillingdon,A30,Major,51.46805858,-0.41777583,21434,17205,185,2877,494,54,87,953
75343,2008,London,Southwark,A202,Major,51.47533153,-0.09640702,13125,9605,764,1737,201,17,16,293
803084,2023,London,Bromley,U,Minor,51.388769,0.10526099,397,325,0,59,9,0,0,9
26797,2019,London,Merton,A216,Major,51.414483,-0.15473392,7398,5636,188,1213,107,21,21,157
8095,2005,London,Southwark,A2198,Major,51.49898168,-0.08533641,4852,3389,30,1095,124,13,22,176
58173,2006,London,Westminster,A4206,Major,51.51991564,-0.17440292,26671,18394,417,4530,641,78,47,780
26117,2011,London,Hounslow,A4,Major,51.47584573,-0.38870683,21786,18737,97,2019,380,50,76,710
70002,2022,London,Tower Hamlets,A1206,Major,51.509154,-0.02640171,7399,5503,18,988,247,9,21,287
27580,2004,London,Haringey,A1201,Major,51.57583455,-0.12222906,5833,4914,221,543,49,10,0,59
36945,2021,London,Hounslow,A315,Major,51.468524,-0.36016969,6974,4940,825,874,57,16,21,104
73557,2016,London,Greenwich,A205,Major,51.4492352,0.02590484,22565,16711,124,3889,739,54,274,1344
18487,2003,London,Hounslow,M4,Major,51.49256285,-0.41115121,53263,43833,502,5284,1726,154,226,3118
27785,2023,London,Camden,A40,Major,51.517941,-0.12345808,14192,8234,986,3267,267,43,46,369
58116,2019,London,Croydon,A232,Major,51.368372,-0.11090279,12902,10128,98,2008,167,55,72,428
26795,2016,London,Southwark,A215,Major,51.45274837,-0.1012327,13868,10503,568,2032,213,20,19,274
46923,2005,London,Richmond upon Thames,A313,Major,51.42751932,-0.34725331,8540,7532,172,588,149,14,7,174
48147,2022,London,Kensington and Chelsea,A3220,Major,51.482186,-0.18455133,22403,14365,418,5419,538,103,247,985
57359,2004,London,Hounslow,A315,Major,51.47499966,-0.34093001,11109,9604,444,816,124,24,9,164
73052,2003,London,Bexley,A209,Major,51.46783324,0.11046802,5618,4647,269,559,81,10,1,95
942255,2010,London,Brent,U,Minor,51.57206027,-0.30679207,131,111,0,9,0,0,0,0
73158,2005,London,Bromley,A20,Major,51.40964617,0.13050757,23198,18225,135,3411,422,51,126,973
37542,2015,London,Enfield,A1010,Major,51.68139455,-0.0336757,12515,10114,392,1370,330,33,33,454
28878,2013,London,Tower Hamlets,A1206,Major,51.49239771,-0.02453247,4887,3773,278,680,56,9,1,72
930260,2009,London,Havering,U,Minor,51.5901987,0.23336369,9265,7973,232,850,168,2,3,174
74620,2004,London,Bexley,A221,Major,51.44852568,0.11893239,15776,12885,122,2225,208,24,17,261
37110,2006,London,Brent,A404,Major,51.53453346,-0.24245086,6329,4419,341,913,279,42,73,485
38663,2018,London,Greenwich,A205,Major,51.458643,0.04540939,6423,4964,154,782,133,12,99,369
26828,2013,London,Sutton,A237,Major,51.36950032,-0.15338219,5206,4193,82,632,113,22,27,221
47942,2003,London,Greenwich,A2016,Major,51.49495542,0.08737327,18525,15198,180,2081,475,76,130,830
930364,2006,London,Croydon,C,Minor,51.33880682,-0.05712997,5002,4391,106,433,30,5,4,39
73564,2022,London,Hackney,A105,Major,51.563113,-0.09187753,7529,5386,290,1279,170,15,14,200
7215,2019,London,Haringey,A504,Major,51.586847,-0.12495081,10577,8595,338,1324,112,32,21,179
48574,2020,London,City of London,A501,Major,51.51836,-0.08812727,4730,2854,447,1040,100,19,14,133
28379,2001,London,Camden,A503,Major,51.53685459,-0.14214659,26355,17373,928,4791,640,50,24,767
90189,2020,London,Haringey,A503,Major,51.584563,-0.06730609,4769,3523,227,723,102,14,38,157
74972,2020,London,Westminster,A5,Major,51.519568,-0.16951607,10340,6967,884,1384,237,40,39,341
26789,2013,London,Croydon,A212,Major,51.39551322,-0.09312419,10421,8231,235,1368,272,71,22,366
73305,2021,London,Islington,A1,Major,51.523064,-0.09816505,9231,5790,323,2136,162,37,30,235
36943,2000,London,Hounslow,A312,Major,51.46271675,-0.41508144,19793,16103,423,2476,285,49,49,570
18487,2001,London,Hounslow,M4,Major,51.49256285,-0.41115121,66308,54758,583,7165,1545,90,225,2976
48556,2006,London,Barking and Dagenham,A118,Major,51.57269433,0.14490622,12678,10576,217,1540,157,12,6,193
8619,2000,London,City of London,A300,Major,51.50972644,-0.09353257,8933,5941,197,1011,254,55,136,590
930393,2008,London,Bromley,U,Minor,51.38670664,0.11104474,3776,3122,62,517,37,0,2,44
17512,2004,London,Croydon,A2022,Major,51.33188419,-0.10666084,4806,3886,99,508,158,13,60,257
57373,2019,London,Wandsworth,A3,Major,51.461301,-0.15889232,17454,12630,339,3026,659,43,36,796
27666,2004,London,Wandsworth,A3216,Major,51.48274426,-0.14938739,16808,11475,474,3192,314,40,74,489
930278,2003,London,Ealing,U,Minor,51.50617229,-0.32610906,927,825,0,76,6,1,0,7
16435,2011,London,Westminster,A41,Major,51.52247872,-0.16002966,14454,10761,1335,1553,258,33,12,343
18460,2000,London,Kensington and Chelsea,A3218,Major,51.48811153,-0.19429795,9200,6944,320,1218,287,15,7,333
73636,2015,London,Hounslow,A312,Major,51.49916066,-0.40897683,29131,23776,110,3993,433,90,166,908
16766,2022,London,Bexley,A222,Major,51.419816,0.09910752,13715,11556,163,1643,169,3,9,188
36120,2003,London,Hounslow,A4,Major,51.49134417,-0.30173187,21797,17652,460,2215,658,59,57,838
6426,2018,London,Westminster,A40,Major,51.514219,-0.14955328,4943,2911,1843,91,11,4,1,16
37543,2002,London,Newham,A1011,Major,51.51275767,0.01036088,8450,6142,925,947,268,30,21,367
56398,2004,London,Barnet,A41,Major,51.62607137,-0.29092693,13745,11756,77,1358,240,30,25,399
56274,2023,London,Merton,A238,Major,51.416101,-0.18343157,6955,4548,456,1485,107,18,27,190
28507,2019,London,Lambeth,A3,Major,51.482416,-0.11195465,24134,14933,1381,5058,311,49,71,494
88085,2019,London,Hillingdon,A3113,Major,51.468022,-0.50416055,17510,13066,71,2800,443,58,293,1407
75129,2013,London,Brent,A5,Major,51.59597058,-0.26188168,19991,17319,706,1295,273,62,56,505
17169,2007,London,Camden,A501,Major,51.52655097,-0.13319548,23039,15958,994,3642,762,59,50,979
27959,2002,London,City of London,A1211,Major,51.51551234,-0.07887813,7285,4635,409,1205,220,29,8,262
56775,2009,London,Merton,A217,Major,51.3967856,-0.17298409,7519,5963,216,954,162,21,9,234
36150,2008,London,Westminster,A5,Major,51.51386269,-0.16109747,20412,12180,1878,4451,668,45,34,781
26246,2007,London,Greenwich,A20,Major,51.45247473,0.0278618,12588,9571,99,1648,352,21,93,502
6886,2014,London,Richmond upon Thames,A308,Major,51.4128911,-0.36216094,11249,8992,145,1560,126,33,52,252
58445,2017,London,Tower Hamlets,A1020,Major,51.51027297,0.00210907,12260,8737,104,2002,516,59,518,1191
90100,2023,London,Westminster,A400,Major,51.515159,-0.13001488,5897,2793,948,1419,136,27,24,195
70207,2021,London,Bexley,A207,Major,51.455776,0.15036015,3123,2533,289,256,7,4,2,19
17786,2003,London,Harrow,A410,Major,51.60893565,-0.36955734,15238,12977,266,1649,147,20,30,228
27341,2012,London,Barnet,A598,Major,51.56172185,-0.19711123,5727,4268,530,648,110,0,0,110
58181,2002,London,Harrow,A404,Major,51.59935661,-0.39877817,9687,8511,127,826,120,8,17,162
48546,2015,London,Lambeth,A216,Major,51.42842106,-0.13187522,5474,3632,496,889,106,13,47,168
