count_point_id,year,region_name,local_authority_name,road_name,road_type,latitude,longitude,all_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,all_hgvs
46797,2018,London,Bexley,A211,Major,51.417932,0.11981831,7986,6839,90,950,9,0,0,9
16626,2023,London,Waltham Forest,A112,Major,51.61907,-0.01730263,5386,4184,237,616,22,8,1,33
930255,2009,London,Havering,C,Minor,51.60329425,0.18259544,7834,6690,56,736,286,6,11,305
27786,2000,London,Islington,A5203,Major,51.55328508,-0.11796493,11760,9596,252,1184,338,19,29,421
8376,2008,London,Newham,A11,Major,51.53997989,0.00028333,799,52,747,0,0,0,0,0
810946,2020,London,Hillingdon,U,Minor,51.518159,-0.44514042,211,156,4,42,7,1,0,8
16069,2019,London,Islington,A1,Major,51.539544,-0.10238104,5674,3926,393,790,122,13,7,171
57098,2008,London,Harrow,A410,Major,51.62094267,-0.29689797,14827,12555,189,1477,309,57,74,517
56112,2019,London,Merton,A3,Major,51.406835,-0.24217512,35574,28010,217,5596,297,74,83,573
27490,2002,London,Barnet,A1000,Major,51.63969332,-0.18014652,13739,11835,409,986,187,15,56,278
942426,2018,London,Havering,C,Minor,51.551086,0.19193794,3415,2951,83,335,11,2,1,15
74539,2013,London,Kensington and Chelsea,A3220,Major,51.51256856,-0.22002151,27014,19416,271,4908,932,83,160,1282
6243,2020,London,Greenwich,A20,Major,51.440901,0.04173865,12285,8919,21,2459,343,20,55,512
73002,2006,London,Enfield,A406,Major,51.61060491,-0.13725944,28755,21827,120,4981,753,96,102,1380
75330,2022,London,Sutton,A232,Major,51.362947,-0.17720394,8813,6846,177,1489,122,20,7,170
38663,2002,London,Greenwich,A205,Major,51.45864468,0.04540947,7774,5992,146,1151,207,27,32,340
93128,2022,London,Westminster,A400,Major,51.506899,-0.1246323,5902,3106,21,1649,390,10,32,452
46109,2017,London,Wandsworth,A3,Major,51.45823361,-0.1806077,23365,16792,906,3967,328,88,62,560
58116,2001,London,Croydon,A232,Major,51.36837339,-0.11090272,15578,13075,119,1664,403,27,23,509
70192,2006,London,Westminster,A400,Major,51.50690061,-0.12463222,12002,7149,91,1989,196,19,26,258
46792,2008,London,Greenwich,A206,Major,51.48633011,0.01495975,7830,5462,437,1461,148,23,28,229
18526,2020,London,Barking and Dagenham,A13,Major,51.52944,0.08895034,57369,37317,321,12068,3056,297,1295,6464
27527,2000,London,Waltham Forest,A1069,Major,51.63432604,0.02151249,5005,4508,18,287,35,4,3,52
46818,2001,London,Croydon,A222,Major,51.37750694,-0.09184649,9064,7761,199,882,103,11,9,130
38564,2012,London,Lambeth,A216,Major,51.42682099,-0.13586754,7450,5161,607,1234,156,26,27,227
37264,2018,London,Camden,A502,Major,51.549505,-0.16326649,7622,6155,262,870,82,12,4,98
36187,2015,London,Hackney,A10,Major,51.52206531,-0.07816991,6743,3540,1170,989,300,34,43,392
49029,2001,London,Merton,A236,Major,51.40719584,-0.16874448,8406,6938,101,996,142,15,25,238
16870,2022,London,Richmond upon Thames,A316,Major,51.456642,-0.32748968,21066,16273,149,3468,385,34,25,478
16621,2023,London,Hackney,A107,Major,51.538753,-0.05684605,5718,3471,771,816,144,14,9,172
38554,2021,London,Brent,A404,Major,51.532687,-0.23936444,9480,5971,369,1862,466,18,113,745
73568,2007,London,Kensington and Chelsea,A315,Major,51.49647295,-0.20650131,13168,10525,545,1079,269,11,3,292
6638,2000,London,Haringey,A109,Major,51.60278709,-0.12068412,15167,13037,165,1452,299,12,13,345
811044,2020,London,Waltham Forest,B160,Minor,51.617272,0.00011223,6431,5285,202,754,95,11,6,124
942555,2012,London,Croydon,C,Minor,51.38030688,-0.09480529,2352,1966,4,293,30,6,3,39
811079,2021,London,Bromley,U,Minor,51.369271,0.06801744,1190,1070,0,101,11,5,0,16
811145,2019,London,Ealing,U,Minor,51.516266,-0.25794164,0,0,0,0,0,0,0,0
75128,2000,London,Barnet,A5,Major,51.58909741,-0.25319379,12061,9794,158,1540,278,31,11,362
26808,2016,London,Croydon,A222,Major,51.38513777,-0.06364771,11264,8754,106,1964,194,17,31,253
56093,2008,London,Lewisham,A2,Major,51.47427528,-0.04317145,21001,14225,1857,2384,731,93,111,1171
16641,2018,London,Barking and Dagenham,A123,Major,51.535029,0.08920623,5678,4735,172,623,57,2,1,66
18434,2018,London,Newham,A124,Major,51.533768,0.06031063,14193,11873,469,1386,243,20,5,283
74529,2009,London,Hackney,A12,Major,51.54282165,-0.02840645,51248,39871,272,7076,1733,208,362,2872
75070,2012,London,Hounslow,A3005,Major,51.47871648,-0.36225231,4389,4003,34,216,76,2,0,87
36918,2005,London,Lambeth,A302,Major,51.50082195,-0.12127973,16391,12014,1177,1225,283,21,7,323
75135,2012,London,Brent,A5,Major,51.539208,-0.19497285,10851,7276,932,1671,355,23,38,470
7209,2019,London,Islington,A501,Major,51.531529,-0.11280688,12690,8479,683,2430,161,46,43,297
999993,2003,London,Croydon,U,Minor,51.30154824,-0.12153778,748,663,4,55,13,0,0,13
38692,2005,London,Croydon,A23,Major,51.33963012,-0.1185743,26015,21254,495,2726,675,60,86,1116
28511,2009,London,Sutton,A24,Major,51.37069106,-0.2281582,10366,8870,54,1192,118,13,7,160
942472,2012,London,Hounslow,U,Minor,51.4352376,-0.38617955,57,57,0,0,0,0,0,0
70003,2014,London,Tower Hamlets,A1203,Major,51.50887625,-0.02583726,24534,19242,259,3169,591,65,112,920
951734,2011,London,Harrow,C,Minor,51.58963795,-0.35662088,7437,6482,99,570,206,30,0,251
942740,2013,London,Lambeth,U,Minor,51.42904066,-0.13633823,242,158,0,61,3,0,0,3
38177,2019,London,Westminster,A4,Major,51.505982,-0.13590957,8624,6571,74,1344,160,34,29,238
17576,2016,London,Kensington and Chelsea,A3220,Major,51.48993277,-0.1951911,28374,19739,711,5761,665,85,146,980
70389,2000,London,Hammersmith and Fulham,A40,Major,51.51506248,-0.22734671,93125,75505,771,10771,2247,187,412,3433
36112,2019,London,Wandsworth,A3,Major,51.451517,-0.21649609,17475,13266,208,2915,160,20,52,316
37264,2013,London,Camden,A502,Major,51.5495068,-0.16326642,8738,6633,411,1140,168,33,4,208
27783,2001,London,Islington,A5200,Major,51.53989758,-0.12428549,10551,8042,118,1285,472,90,114,733
16177,2013,London,City of London,A10,Major,51.51760279,-0.08023152,7342,3926,1313,980,322,30,93,468
58116,2010,London,Croydon,A232,Major,51.36837339,-0.11090272,14956,12454,167,1552,420,30,51,559
75330,2009,London,Sutton,A232,Major,51.36294903,-0.17720387,8050,6465,188,1030,155,30,22,231
79994,2001,London,Haringey,A1055,Major,51.58887817,-0.06712295,44143,34807,582,5774,1654,98,108,2166
930376,2004,London,Wandsworth,U,Minor,51.42832531,-0.15993041,2586,2273,14,192,41,0,0,44
37116,2016,London,Waltham Forest,A406,Major,51.59773215,0.00544793,63348,48081,157,9743,2585,13,722,4660
26201,2012,London,Newham,A11,Major,51.53211916,-0.00969268,13568,10590,704,1462,266,64,97,486
26012,2003,London,Hounslow,M4,Major,51.49507838,-0.34913283,49722,41411,611,5086,1059,97,186,1775
74927,2008,London,Hillingdon,A40,Major,51.55098693,-0.43942041,74840,60450,377,8407,2285,356,427,4550
17569,2004,London,Wandsworth,A3205,Major,51.46879601,-0.17746636,23124,17321,260,2712,545,65,30,666
16783,2021,London,Sutton,A232,Major,51.369212,-0.13529171,14734,11202,345,2325,430,67,113,647
27675,2015,London,Brent,A4006,Major,51.5850208,-0.26937247,6742,5565,219,706,98,40,21,171
27087,2011,London,Barnet,A406,Major,51.57467556,-0.2209877,61518,50857,665,5003,3053,309,525,4377
56890,2007,London,Westminster,A302,Major,51.49994853,-0.12851959,16045,11512,1023,2263,447,36,30,530
6268,2000,London,Croydon,A23,Major,51.36715013,-0.11871077,23369,19146,252,1980,950,78,59,1417
942321,2011,London,Westminster,B506,Minor,51.51961287,-0.14251681,5928,3935,11,1105,214,21,33,270
16626,2006,London,Waltham Forest,A112,Major,51.61907127,-0.01730255,5833,4727,199,721,101,11,0,116
46671,2006,London,Waltham Forest,A114,Major,51.57355228,0.0153513,12656,10749,136,1290,273,14,23,330
46788,2006,London,Lewisham,A205,Major,51.44470801,-0.02284977,24897,19450,877,3160,495,67,51,710
26270,2014,London,Lambeth,A23,Major,51.43251141,-0.12897491,11333,7476,1204,1382,447,144,152,787
38590,2016,London,Kensington and Chelsea,A315,Major,51.50227297,-0.18602971,17119,12469,1079,1898,408,38,26,476
59008,2001,London,Hounslow,A4,Major,51.47524555,-0.39477581,34328,29502,429,3344,395,43,106,682
56642,2004,London,Kingston upon Thames,A238,Major,51.41318217,-0.27586922,10700,9627,137,645,176,2,4,189
803631,2018,London,Kingston upon Thames,U,Minor,51.404436,-0.27501921,2615,2289,11,269,8,3,0,12
948101,2009,London,Westminster,U,Minor,51.49941518,-0.13624955,0,0,0,0,0,0,0,0
36218,2003,London,Tower Hamlets,A13,Major,51.51168618,-0.02715696,12662,9333,519,1691,437,34,25,754
16631,2022,London,Newham,A114,Major,51.537461,0.02226429,6026,5123,84,611,119,9,5,135
17585,2002,London,Ealing,A4020,Major,51.51035301,-0.28805536,11376,9300,311,1357,167,22,10,234
6783,2022,London,Bexley,A223,Major,51.427529,0.13608658,10296,8246,28,1770,81,17,52,176
27667,2020,London,Westminster,A3217,Major,51.495383,-0.15262121,6429,4813,107,714,74,29,22,135
28510,2009,London,Southwark,A200,Major,51.50141588,-0.07582569,9490,5864,591,1590,376,30,18,457
38461,2015,London,Lewisham,A205,Major,51.44546579,-0.01979495,24221,18045,1261,3136,613,123,90,1122
942913,2014,London,Sutton,B278,Minor,51.34172267,-0.16832568,4192,3487,4,629,31,8,4,45
17020,2003,London,Barnet,A406,Major,51.59085596,-0.19119396,26772,21304,95,3788,746,88,87,1281
27243,2020,London,Barnet,A504,Major,51.595113,-0.20502955,6989,5913,182,701,93,7,18,121
27607,2020,London,Southwark,A2206,Major,51.491138,-0.05685471,6156,4020,0,1453,367,26,45,442
58164,2016,London,Kensington and Chelsea,A4,Major,51.4965384,-0.16999222,20358,15375,996,2159,402,61,48,542
16758,2003,London,Wandsworth,A214,Major,51.43262035,-0.15285227,16971,14418,313,1506,328,26,8,401
942321,2014,London,Westminster,B506,Minor,51.51961287,-0.14251681,5368,3560,19,1033,213,18,25,258
942753,2014,London,Lambeth,U,Minor,51.44049747,-0.13578557,223,176,0,28,8,2,0,10
18490,2013,London,Lambeth,A3203,Major,51.49438384,-0.12187579,14545,9787,925,2403,397,74,10,499
38561,2022,London,Hounslow,A4,Major,51.490371,-0.28010359,4186,2665,57,866,99,12,19,170
47251,2006,London,Barnet,A504,Major,51.5948377,-0.1869932,7972,7082,156,606,34,7,4,48
803341,2019,London,Ealing,U,Minor,51.512409,-0.2848366,1096,909,3,152,7,2,1,10
27610,2002,London,Lambeth,A2214,Major,51.45392678,-0.10737297,7336,6204,316,587,123,11,9,145
942343,2011,London,Enfield,C,Minor,51.64207938,-0.13167732,5553,5003,11,467,48,6,1,55
27512,2015,London,Waltham Forest,A1009,Major,51.6138766,-0.02922869,10640,8345,103,1642,232,61,49,366
27787,2015,London,Westminster,A5205,Major,51.53716046,-0.15583274,10950,8005,241,2023,241,19,27,293
18492,2013,London,Ealing,A4000,Major,51.53190522,-0.24709367,4511,3235,313,699,87,15,20,144
70206,2023,London,Redbridge,M11,Major,51.592042,0.03811431,24083,15176,69,7304,774,80,300,1440
36218,2005,London,Tower Hamlets,A13,Major,51.51168618,-0.02715696,11052,8269,470,1245,270,34,11,363
57564,2011,London,Hounslow,A3005,Major,51.48055421,-0.36506675,8484,7551,225,466,169,10,1,188
56504,2002,London,Redbridge,A113,Major,51.60877623,0.05836136,3317,2890,35,315,34,3,9,48
47766,2003,London,Barnet,A5109,Major,51.61929224,-0.25795723,7801,6483,88,1003,118,12,15,155
80457,2013,London,Merton,A238,Major,51.41298884,-0.24467134,6259,4949,229,781,138,11,8,164
7050,2019,London,Harrow,A404,Major,51.578,-0.33747067,14918,13287,71,1203,94,35,30,168
26182,2011,London,Hackney,A10,Major,51.52565514,-0.07773044,13685,7786,848,3194,368,71,62,555
48553,2001,London,Westminster,A302,Major,51.50097196,-0.1250341,27263,19608,655,2569,603,61,42,723
6097,2011,London,Bexley,A2,Major,51.44603092,0.15709799,39850,32259,215,5517,483,160,269,1483
18169,2021,London,Westminster,A5204,Major,51.514997,-0.15672802,3068,2406,12,429,27,5,14,47
16102,2004,London,Wandsworth,A3,Major,51.4601439,-0.17045508,8767,6464,245,1223,364,40,20,560
47659,2012,London,Wandsworth,A217,Major,51.46176009,-0.18766532,20585,14440,503,3569,569,182,186,1053
17691,2000,London,Westminster,A401,Major,51.51207249,-0.13146714,10167,6635,517,1565,375,29,2,413
38695,2011,London,Southwark,A200,Major,51.49119442,-0.04502558,22193,16276,847,3302,439,63,70,643
56274,2022,London,Merton,A238,Major,51.416101,-0.18343157,6934,4558,453,1459,107,19,28,193
47555,2007,London,Barking and Dagenham,A1112,Major,51.5713015,0.14238738,15120,12483,139,1962,291,15,36,461
75255,2023,London,Lambeth,A204,Major,51.459901,-0.1154751,11268,7504,1116,1719,279,18,18,328
70203,2001,London,Newham,A117,Major,51.49933458,0.0635119,3890,2634,330,432,169,34,11,398
6188,2021,London,Enfield,A10,Major,51.611224,-0.08639433,18816,13920,397,3732,226,54,47,413
56904,2007,London,Richmond upon Thames,A308,Major,51.4083752,-0.34794365,18349,14616,277,2341,471,36,72,671
7470,2009,London,Barnet,A1000,Major,51.62165268,-0.17653451,10670,8759,253,1316,117,16,13,157
951761,2008,London,Tower Hamlets,U,Minor,51.49907102,-0.02297604,711,586,9,83,10,1,0,11
73573,2001,London,Hammersmith and Fulham,A219,Major,51.46807128,-0.21157457,27690,21662,1468,2766,267,12,19,340
71004,2007,London,Barking and Dagenham,A12,Major,51.58092882,0.14457228,22917,18282,151,3226,438,157,52,737
942885,2017,London,Kensington and Chelsea,U,Minor,51.50296083,-0.1933076,0,0,0,0,0,0,0,0
17461,2023,London,Redbridge,A1083,Major,51.55893,0.0903015,6581,5262,259,890,60,10,3,80
90041,2021,London,Camden,A40,Major,51.515883,-0.12858719,4381,2605,274,808,153,16,24,205
16434,2019,London,Camden,A41,Major,51.549797,-0.18200533,22334,17316,761,3081,249,31,82,440
16736,2014,London,Islington,A201,Major,51.52373228,-0.1088046,11424,8232,171,1393,306,56,129,573
6898,2015,London,Hounslow,A205,Major,51.48985553,-0.28594236,14877,12178,295,1042,426,62,91,672
942495,2010,London,Barking and Dagenham,C,Minor,51.52992712,0.08238374,578,297,3,67,165,4,3,211
6897,2012,London,Hammersmith and Fulham,A315,Major,51.4934619,-0.24403093,5316,3614,566,639,123,14,0,137
942545,2015,London,Croydon,B273,Minor,51.41444287,-0.11536055,5748,4873,142,588,36,8,6,52
26787,2005,London,Bromley,A208,Major,51.41640662,0.06941077,7240,6002,314,717,86,12,5,108
46653,2023,London,Islington,A103,Major,51.556511,-0.11177295,6149,4580,3,932,117,10,2,134
16744,2011,London,Richmond upon Thames,A205,Major,51.46423106,-0.27394594,10710,8070,285,1436,347,67,55,541
46277,2010,London,Wandsworth,A24,Major,51.4326123,-0.16378641,10750,7962,497,1346,290,27,23,369
26656,2003,London,Barnet,A110,Major,51.64526987,-0.15144916,7979,6714,94,908,126,28,15,182
26779,2000,London,Lewisham,A205,Major,51.44237397,-0.04453543,15292,12119,249,2086,349,51,23,536
71004,2012,London,Barking and Dagenham,A12,Major,51.58092882,0.14457228,24849,20144,274,3082,500,63,144,944
46658,2001,London,Haringey,A105,Major,51.59358038,-0.10734852,7749,5507,914,775,180,9,0,208
56661,2021,London,Hackney,A107,Major,51.534865,-0.05718468,9261,5819,868,1516,248,21,51,338
38561,2008,London,Hounslow,A4,Major,51.49055165,-0.28005357,24556,20232,205,2496,639,62,120,1102
58178,2017,London,Waltham Forest,A112,Major,51.55810169,-0.00668306,6346,4929,471,759,64,13,5,90
56112,2001,London,Merton,A3,Major,51.4068365,-0.24217505,47897,41939,161,4004,484,51,90,735
6785,2009,London,Bromley,A224,Major,51.3740603,0.1091697,9895,8036,111,1425,181,6,13,237
38596,2010,London,Hillingdon,A40,Major,51.5485037,-0.3972901,54906,47710,221,4359,1132,87,301,2064
71004,2019,London,Barking and Dagenham,A12,Major,51.580927,0.14457219,25345,20371,224,3681,264,65,78,568
8487,2007,London,Lewisham,A2209,Major,51.47530587,-0.02365818,13555,10426,124,1908,296,65,117,572
48422,2023,London,Lambeth,A214,Major,51.427067,-0.13164277,13483,10646,0,2210,101,13,7,141
942751,2017,London,Lambeth,U,Minor,51.43168549,-0.12568541,1575,1360,0,176,5,2,1,9
58232,2018,London,Redbridge,A406,Major,51.594891,0.03408362,32064,22967,42,5647,1567,152,286,3065
28505,2014,London,Kensington and Chelsea,A4,Major,51.49397118,-0.19758144,33499,25384,533,5446,815,60,110,1029
76038,2015,London,Croydon,A232,Major,51.37250342,-0.08831889,14664,11884,64,2141,170,38,82,357
74652,2012,London,Barnet,A5135,Major,51.65595487,-0.25019067,9813,8858,45,725,78,32,12,123
942922,2015,London,Sutton,B2230,Minor,51.38147563,-0.1912408,7063,5749,404,717,54,9,1,67
47519,2006,London,Waltham Forest,A1037,Major,51.6192221,-0.02625239,11867,10094,53,1072,332,43,168,562
56909,2002,London,Tower Hamlets,A1203,Major,51.50845099,-0.0705288,29577,22293,324,3687,682,87,181,1103
47667,2019,London,Kensington and Chelsea,A3220,Major,51.503271,-0.21483646,19517,14139,331,3727,346,39,105,531
17013,2011,London,Brent,A404,Major,51.56941791,-0.32191135,29623,26211,200,1974,334,133,136,844
56078,2007,London,Barnet,A1,Major,51.58979548,-0.21000308,17873,15105,81,1976,270,42,60,459
46804,2015,London,Wandsworth,A214,Major,51.45076814,-0.17471582,13564,9971,228,2237,281,57,111,524
99899,2017,London,Kingston upon Thames,A240,Major,51.38044931,-0.28198527,12305,10187,348,1325,167,17,9,213
942391,2016,London,Hammersmith and Fulham,U,Minor,51.499498,-0.23578837,301,248,1,36,0,1,0,1
7043,2006,London,Camden,A400,Major,51.53820259,-0.1420917,23831,15069,2266,4038,393,49,33,512
56159,2005,London,Redbridge,A11,Major,51.58246116,0.02022009,11244,9756,87,1076,118,27,21,172
6252,2012,London,Lewisham,A21,Major,51.43018431,-0.01484519,13003,10859,465,1141,155,19,33,255
951726,2016,London,Croydon,U,Minor,51.38830478,-0.06919129,1863,1599,5,240,0,1,0,1
26789,2005,London,Croydon,A212,Major,51.39551322,-0.09312419,12185,10413,251,1019,227,24,11,296
73491,2020,London,Redbridge,M11,Major,51.60652,0.04843878,37334,26302,21,8152,960,86,315,2663
6097,2002,London,Bexley,A2,Major,51.44603092,0.15709799,51280,39447,240,7367,1329,145,289,2778
38564,2021,London,Lambeth,A216,Major,51.426819,-0.13586761,4925,3213,289,856,120,7,8,152
75310,2007,London,Barnet,A504,Major,51.57909885,-0.24001047,4003,3381,283,273,28,4,2,34
803516,2018,London,Harrow,C,Minor,51.599063,-0.26983501,3908,3000,244,577,42,6,0,50
36928,2005,London,Wandsworth,A306,Major,51.46081655,-0.24384464,11002,8343,289,1204,326,26,78,454
28510,2002,London,Southwark,A200,Major,51.50141588,-0.07582569,13861,11054,440,478,336,67,25,464
57117,2006,London,Barnet,A407,Major,51.55809348,-0.21269065,5771,4433,376,680,79,17,6,104
943002,2017,London,Wandsworth,U,Minor,51.45435499,-0.18332394,449,359,0,58,0,1,0,1
26783,2001,London,Bexley,A206,Major,51.48520611,0.15894649,5504,4813,72,435,87,13,1,112
99748,2022,London,Hillingdon,A4180,Major,51.54395,-0.39783946,11325,8442,131,2051,173,41,246,563
942920,2008,London,Sutton,B283,Minor,51.34048307,-0.20324987,996,856,0,114,19,0,0,19
930261,2004,London,Hillingdon,C,Minor,51.5865296,-0.47544446,4506,3729,53,500,128,8,41,185
27695,2007,London,Brent,A4088,Major,51.56252488,-0.29908139,8530,7064,139,973,183,31,6,242
46913,2023,London,Kingston upon Thames,A308,Major,51.423516,-0.27548035,6276,4772,141,989,60,6,3,79
8492,2014,London,Brent,A404,Major,51.53055298,-0.22890769,8588,5818,264,1705,227,43,36,328
73561,2022,London,Hackney,A12,Major,51.551485,-0.01966575,39970,29547,149,7373,1095,141,283,1974
56944,2013,London,Hillingdon,A4020,Major,51.54045014,-0.47237027,26686,24011,485,1874,100,0,76,183
73901,2017,London,Redbridge,A1009,Major,51.60774085,0.01960913,6285,5265,115,700,101,20,11,136
800142,2019,London,Richmond upon Thames,B358,Minor,51.414127,-0.31689015,4769,3930,60,628,45,4,0,50
6763,2006,London,Bexley,A207,Major,51.46360865,0.10033925,9270,7752,509,757,90,8,9,118
26900,2005,London,Richmond upon Thames,A307,Major,51.46168942,-0.30312078,5627,3928,842,605,95,6,1,113
16748,2001,London,Greenwich,A207,Major,51.47343154,0.0431909,10285,8291,208,1118,140,27,8,188
8488,2013,London,Lewisham,A20,Major,51.47402894,-0.03382209,12704,9648,675,1587,324,87,29,462
56215,2005,London,Greenwich,A20,Major,51.45577789,0.01361398,14334,11500,395,1738,248,18,42,358
73001,2006,London,Barnet,A504,Major,51.58981679,-0.16192974,7910,6168,330,1139,63,7,4,78
46216,2023,London,Havering,A13,Major,51.501201,0.21733799,45464,31076,85,8886,1579,205,927,4891
74526,2023,London,Croydon,A215,Major,51.399153,-0.07385243,4876,3674,85,948,25,3,0,29
26649,2010,London,Haringey,A105,Major,51.58990895,-0.10273712,10547,7205,983,1704,180,43,15,278
36277,2023,London,Lambeth,A24,Major,51.45885,-0.1420338,14181,9984,241,2416,318,18,39,408
16791,2001,London,Kingston upon Thames,A243,Major,51.3892449,-0.30551463,9859,8481,214,870,139,9,5,164
17636,2005,London,Hillingdon,A4180,Major,51.56396055,-0.41444941,9817,8450,92,902,174,14,12,252
7601,2018,London,Wandsworth,A3205,Major,51.472748,-0.16285207,9979,6226,370,2237,139,15,52,252
16870,2007,London,Richmond upon Thames,A316,Major,51.45664414,-0.32748961,23590,18765,106,3496,293,28,41,425
18460,2022,London,Kensington and Chelsea,A3218,Major,51.488027,-0.19417167,7044,4508,234,1297,133,3,1,138
36121,2022,London,Hillingdon,A4,Major,51.481269,-0.4173187,9884,8066,529,893,137,12,18,195
56771,2004,London,Southwark,A215,Major,51.48545356,-0.09396902,8643,5612,1167,990,249,18,3,292
47605,2007,London,Lewisham,A2212,Major,51.4476905,0.01325814,11734,9796,331,1283,97,2,2,107
942894,2018,London,Kingston upon Thames,C,Minor,51.409829,-0.26204749,3497,3049,79,323,4,2,3,9
73563,2019,London,Hackney,A503,Major,51.574797,-0.08596197,10999,7645,399,2029,261,55,76,487
18496,2022,London,Hammersmith and Fulham,A4,Major,51.490601,-0.24406883,56050,43645,533,8035,1368,143,358,2081
7214,2002,London,Camden,A503,Major,51.54103264,-0.13909228,15025,11453,749,1455,438,28,9,498
27242,2005,London,Haringey,A504,Major,51.58920029,-0.10897419,5081,3611,323,778,180,15,16,237
36808,2023,London,Greenwich,A210,Major,51.450804,0.05657315,5786,3913,708,936,69,5,3,86
16142,2016,London,Westminster,A302,Major,51.49981914,-0.14869581,27621,17690,3164,4309,1050,70,127,1333
48131,2021,London,Croydon,A232,Major,51.372855,-0.08351971,9612,7549,36,1577,150,43,33,275
81032,2018,London,City of London,A1,Major,51.516076,-0.09701484,12126,8769,480,1793,381,56,25,475
36120,2012,London,Hounslow,A4,Major,51.49134417,-0.30173187,28029,23328,180,2694,849,193,191,1466
58164,2017,London,Kensington and Chelsea,A4,Major,51.4965384,-0.16999222,15954,13023,447,1759,304,64,46,426
48702,2018,London,Redbridge,A118,Major,51.559687,0.08010735,16139,13678,505,1648,112,34,8,170
75129,2013,London,Brent,A5,Major,51.59597058,-0.26188168,11534,9655,498,954,153,62,53,340
46804,2003,London,Wandsworth,A214,Major,51.45076814,-0.17471582,18987,15932,187,1528,399,23,23,473
79992,2000,London,Hackney,A107,Major,51.5486632,-0.05512571,2632,1117,1259,164,48,3,0,55
930277,2009,London,Ealing,U,Minor,51.51703051,-0.28103091,5423,4328,49,777,123,19,11,153
942812,2011,London,Merton,U,Minor,51.39720269,-0.21344865,338,282,6,41,1,0,0,1
36945,2020,London,Hounslow,A315,Major,51.468524,-0.36016969,6516,4579,818,819,54,15,19,97
58130,2023,London,Lambeth,A215,Major,51.44871,-0.10183201,5205,3409,464,825,113,16,17,156
811221,2020,London,Waltham Forest,U,Minor,51.630858,0.00974078,444,383,0,53,5,0,0,5
28884,2008,London,Enfield,A110,Major,51.65141753,-0.08614756,11250,8654,804,1446,167,39,13,239
17639,2021,London,Westminster,A4202,Major,51.509298,-0.15567552,31594,21739,2007,5121,794,78,133,1077
57086,2015,London,Wandsworth,A3220,Major,51.46223981,-0.160726,7800,6076,28,1140,204,4,4,216
8489,2016,London,Tower Hamlets,A13,Major,51.51279312,-0.04008002,13655,9272,587,1987,448,36,110,685
802954,2019,London,Bexley,U,Minor,51.469693,0.16323923,1754,1537,5,203,2,0,0,2
990342,2006,London,Bexley,C,Minor,51.47654668,0.13088758,5188,4295,129,624,40,12,2,58
70197,2008,London,Lambeth,A215,Major,51.43662133,-0.10492301,13594,10528,847,1332,281,37,19,357
56215,2016,London,Greenwich,A20,Major,51.45577789,0.01361398,8974,6548,316,1396,154,47,69,339
56097,2000,London,Wandsworth,A3,Major,51.44507394,-0.2314973,46138,40885,172,2966,784,60,64,1030
17574,2000,London,Westminster,A3217,Major,51.49822313,-0.14443829,50233,38867,2745,5637,820,136,67,1094
17640,2013,London,Kensington and Chelsea,A4206,Major,51.51451705,-0.19570404,3267,1919,646,406,112,13,18,148
95025,2023,London,Enfield,A1010,Major,51.673388,-0.03893996,7568,6160,149,1058,35,9,4,54
942505,2014,London,Barnet,B552,Minor,51.59025129,-0.22164967,7037,6209,101,532,111,17,13,145
58184,2010,London,Croydon,A22,Major,51.32360768,-0.09537615,8425,6713,107,1034,231,33,73,456
27607,2008,London,Southwark,A2206,Major,51.49113924,-0.05685463,5994,4521,31,1083,117,7,11,139
16738,2018,London,Southwark,A202,Major,51.473638,-0.08639777,9787,6390,858,1650,154,43,51,323
70207,2023,London,Bexley,A207,Major,51.455776,0.15036015,3703,3042,300,304,14,5,2,24
930065,2008,London,Ealing,B455,Minor,51.52676005,-0.32578665,12505,10249,671,1240,114,17,59,222
56849,2004,London,Hammersmith and Fulham,A304,Major,51.47779886,-0.20143041,8674,5726,310,1256,222,26,5,257
56683,2005,London,Havering,A118,Major,51.58813053,0.2048224,10057,8626,298,770,142,13,22,208
38461,2004,London,Lewisham,A205,Major,51.44546579,-0.01979495,27989,20279,2069,3742,638,92,64,1008
73554,2007,London,Tower Hamlets,A102,Major,51.50963551,-0.00692586,41991,29379,378,7997,1119,172,662,2351
38555,2005,London,Camden,A4201,Major,51.53647364,-0.14648792,14659,11405,308,1690,351,32,40,432
56620,2012,London,Greenwich,A210,Major,51.45328346,0.02789765,6600,5171,310,800,78,3,34,136
36110,2004,London,Wandsworth,A3,Major,51.46095265,-0.16466454,9503,6505,324,1656,339,26,22,489
36799,2001,London,Lewisham,A205,Major,51.44759156,0.01901044,26444,21356,152,3240,769,114,89,1254
942513,2013,London,Barnet,U,Minor,51.63757268,-0.16119894,171,157,0,13,0,0,0,0
36271,2022,London,Croydon,A23,Major,51.359934,-0.11742645,13611,9635,146,2923,277,69,120,772
7060,2009,London,Barnet,A407,Major,51.56299553,-0.1980708,5473,4167,249,723,126,63,47,240
942353,2008,London,Enfield,U,Minor,51.660358,-0.06924445,152,132,2,18,0,0,0,0
37267,2009,London,Islington,A503,Major,51.55537048,-0.11903288,13284,9217,591,1740,592,67,109,827
